Date;Consultant_Email;Client_Account_Number;Channel;Stakeholder;Query_Category;Query_Status;Resolution_Time_Hours;SLA_Met
2025-05-23;sibusiso.khanyile@bank.co.za;ACC24477522;Call;Relationship Banker;Payments;Resolved;20,7;Yes
2025-03-28;brandon.jacobs@bank.co.za;ACC76550411;Email;Relationship Banker;Onboarding;Escalated;47,9;No
2025-02-05;keketso.sangweni@bank.co.za;ACC51275050;Call;Other;Payments;Resolved;3,6;Yes
2025-01-14;sibusiso.khanyile@bank.co.za;ACC67431904;Email;Relationship Banker;Account Maintenance;Transfer to Different Dept;14,1;Yes
2025-02-25;keketso.sangweni@bank.co.za;ACC89470177;Call;Client;Onboarding;Resolved;14,7;Yes
2025-05-25;thabo.mokoena@bank.co.za;ACC82831069;Call;Relationship Banker;Payments;Resolved;5,5;Yes
2025-06-11;naledi.maseko@bank.co.za;ACC69521087;Call;Client;Account Maintenance;Resolved;10,4;Yes
2025-04-10;naledi.maseko@bank.co.za;ACC81981571;Call;Other;Technical;Resolved;9,2;Yes
2025-08-07;zanele.mabaso@bank.co.za;ACC57679891;Call;Client;Payments;Resolved;15,2;Yes
2025-12-02;sibusiso.khanyile@bank.co.za;ACC69750675;Call;Client;Payments;Transfer to Different Dept;34,8;No
2025-08-21;thabo.mokoena@bank.co.za;ACC98808323;Call;Relationship Banker;Technical;Resolved;17,8;Yes
2025-02-12;amanda.dlamini@bank.co.za;ACC78257845;Email;Relationship Banker;Digital Banking;Resolved;15,5;Yes
2025-06-10;amanda.dlamini@bank.co.za;ACC72762376;Call;Client;Digital Banking;Resolved;4,6;Yes
2025-07-24;naledi.maseko@bank.co.za;ACC96584158;Call;Relationship Banker;Payments;Escalated;31,3;No
2025-05-11;lerato.naidoo@bank.co.za;ACC77553532;Call;Client;Onboarding;Resolved;6,4;Yes
2025-08-22;thabo.mokoena@bank.co.za;ACC44684094;Call;Client;Onboarding;Transfer to Different Dept;22;Yes
2025-01-11;zanele.mabaso@bank.co.za;ACC69761340;Email;Client;Account Maintenance;Transfer to Different Dept;39,9;No
2025-12-28;naledi.maseko@bank.co.za;ACC36527562;Call;Relationship Banker;Payments;Escalated;58,1;No
2025-08-28;keketso.sangweni@bank.co.za;ACC10291474;Email;Client;Payments;Pending;;Open
2025-04-15;brandon.jacobs@bank.co.za;ACC50803995;Call;Other;Account Maintenance;Resolved;19,5;Yes
2025-12-31;keketso.sangweni@bank.co.za;ACC49067829;Email;Relationship Banker;Technical;Resolved;18,2;Yes
2025-09-25;brandon.jacobs@bank.co.za;ACC74328783;Call;Relationship Banker;Account Maintenance;Resolved;9,4;Yes
2025-02-06;sibusiso.khanyile@bank.co.za;ACC87864859;Call;Other;Payments;Transfer to Different Dept;34,9;No
2025-01-07;zanele.mabaso@bank.co.za;ACC31429279;Call;Relationship Banker;Account Maintenance;Resolved;7,4;Yes
2025-11-13;keketso.sangweni@bank.co.za;ACC69291994;Call;Client;Account Maintenance;Resolved;2,3;Yes
2025-10-14;naledi.maseko@bank.co.za;ACC63896615;Call;Client;Account Maintenance;Resolved;6,7;Yes
2025-12-29;amanda.dlamini@bank.co.za;ACC10894387;Email;Other;Technical;Resolved;6,7;Yes
2025-01-12;zanele.mabaso@bank.co.za;ACC79206021;Call;Other;Digital Banking;Resolved;20,4;Yes
2025-08-28;brandon.jacobs@bank.co.za;ACC34372533;Call;Other;Account Maintenance;Resolved;17,4;Yes
2025-08-19;thabo.mokoena@bank.co.za;ACC70464145;Call;Other;Onboarding;Resolved;15,7;Yes
2025-01-15;keketso.sangweni@bank.co.za;ACC65824920;Email;Relationship Banker;Technical;Resolved;13,7;Yes
2025-05-20;zanele.mabaso@bank.co.za;ACC13226273;Call;Relationship Banker;Digital Banking;Resolved;13,4;Yes
2025-08-19;thabo.mokoena@bank.co.za;ACC36135780;Call;Client;Technical;Resolved;2,9;Yes
2025-01-05;zanele.mabaso@bank.co.za;ACC57754683;Call;Other;Technical;Resolved;15,5;Yes
2025-06-26;sibusiso.khanyile@bank.co.za;ACC76001429;Call;Relationship Banker;Onboarding;Resolved;20,3;Yes
2025-05-06;sibusiso.khanyile@bank.co.za;ACC99963869;Call;Other;Onboarding;Transfer to Different Dept;24,6;No
2025-11-25;amanda.dlamini@bank.co.za;ACC35480928;Call;Client;Technical;Transfer to Different Dept;43;No
2025-05-15;keketso.sangweni@bank.co.za;ACC21283976;Call;Client;Onboarding;Resolved;14,3;Yes
2025-10-20;naledi.maseko@bank.co.za;ACC61126800;Call;Client;Payments;Resolved;3,5;Yes
2025-08-06;thabo.mokoena@bank.co.za;ACC66648474;Email;Other;Technical;Resolved;2,8;Yes
2025-03-01;naledi.maseko@bank.co.za;ACC81553440;Call;Relationship Banker;Payments;Resolved;15,8;Yes
2025-04-14;zanele.mabaso@bank.co.za;ACC33041661;Call;Relationship Banker;Payments;Transfer to Different Dept;46,7;No
2025-06-02;keketso.sangweni@bank.co.za;ACC17180483;Email;Client;Technical;Resolved;17,4;Yes
2025-02-12;keketso.sangweni@bank.co.za;ACC79727534;Call;Client;Digital Banking;Transfer to Different Dept;23,3;Yes
2025-01-21;lerato.naidoo@bank.co.za;ACC76460334;Call;Client;Onboarding;Resolved;2,7;Yes
2025-08-04;naledi.maseko@bank.co.za;ACC65564996;Call;Client;Payments;Resolved;20,6;Yes
2025-03-06;thabo.mokoena@bank.co.za;ACC93296787;Call;Client;Account Maintenance;Resolved;17,5;Yes
2025-08-19;lerato.naidoo@bank.co.za;ACC56394669;Call;Relationship Banker;Account Maintenance;Escalated;54,9;No
2025-11-14;zanele.mabaso@bank.co.za;ACC39514775;Call;Relationship Banker;Technical;Resolved;17,4;Yes
2025-07-14;brandon.jacobs@bank.co.za;ACC62087168;Call;Client;Payments;Resolved;22,6;Yes
2025-11-29;amanda.dlamini@bank.co.za;ACC45841387;Email;Client;Technical;Pending;;Open
2025-09-14;sibusiso.khanyile@bank.co.za;ACC91849101;Email;Other;Onboarding;Escalated;71,2;No
2025-02-07;sibusiso.khanyile@bank.co.za;ACC94124910;Call;Client;Onboarding;Resolved;7,4;Yes
2025-03-13;zanele.mabaso@bank.co.za;ACC23683227;Call;Other;Payments;Resolved;14,8;Yes
2025-07-09;naledi.maseko@bank.co.za;ACC16080647;Call;Other;Account Maintenance;Resolved;20;Yes
2025-05-25;lerato.naidoo@bank.co.za;ACC11431498;Call;Relationship Banker;Payments;Transfer to Different Dept;42,6;No
2025-04-16;brandon.jacobs@bank.co.za;ACC81967870;Email;Other;Technical;Resolved;7,1;Yes
2025-01-08;lerato.naidoo@bank.co.za;ACC96036905;Call;Other;Account Maintenance;Transfer to Different Dept;39,7;No
2025-06-14;lerato.naidoo@bank.co.za;ACC93262274;Call;Client;Payments;Resolved;19,7;Yes
2025-07-06;keketso.sangweni@bank.co.za;ACC91050654;Call;Client;Payments;Escalated;24,4;No
2025-03-18;lerato.naidoo@bank.co.za;ACC72862755;Call;Relationship Banker;Onboarding;Resolved;8,1;Yes
2025-10-19;lerato.naidoo@bank.co.za;ACC18903649;Email;Other;Technical;Escalated;33,6;No
2025-04-17;naledi.maseko@bank.co.za;ACC32304410;Call;Client;Payments;Resolved;6,8;Yes
2025-08-13;keketso.sangweni@bank.co.za;ACC25212776;Call;Client;Onboarding;Resolved;12,6;Yes
2025-03-24;thabo.mokoena@bank.co.za;ACC65500122;Call;Other;Digital Banking;Escalated;55,4;No
2025-01-19;amanda.dlamini@bank.co.za;ACC36659375;Call;Client;Account Maintenance;Resolved;3,3;Yes
2025-08-24;naledi.maseko@bank.co.za;ACC36187533;Call;Relationship Banker;Onboarding;Transfer to Different Dept;19,7;Yes
2025-02-27;lerato.naidoo@bank.co.za;ACC62589522;Email;Other;Payments;Resolved;21,6;Yes
2025-01-13;amanda.dlamini@bank.co.za;ACC30197562;Call;Client;Payments;Escalated;60,3;No
2025-05-29;thabo.mokoena@bank.co.za;ACC70125050;Call;Client;Payments;Resolved;9,2;Yes
2025-07-11;zanele.mabaso@bank.co.za;ACC50231618;Email;Relationship Banker;Account Maintenance;Escalated;71,8;No
2025-09-06;keketso.sangweni@bank.co.za;ACC37528786;Call;Relationship Banker;Account Maintenance;Resolved;15,9;Yes
2025-03-18;zanele.mabaso@bank.co.za;ACC40607915;Email;Other;Account Maintenance;Resolved;14,1;Yes
2025-01-10;zanele.mabaso@bank.co.za;ACC88770822;Email;Other;Payments;Resolved;13,7;Yes
2025-10-29;naledi.maseko@bank.co.za;ACC56901935;Call;Other;Technical;Resolved;17,4;Yes
2025-03-14;zanele.mabaso@bank.co.za;ACC93622433;Call;Other;Payments;Resolved;19;Yes
2025-01-20;brandon.jacobs@bank.co.za;ACC88835085;Email;Client;Onboarding;Resolved;17,1;Yes
2025-05-18;brandon.jacobs@bank.co.za;ACC56682508;Call;Relationship Banker;Payments;Resolved;13;Yes
2025-06-19;naledi.maseko@bank.co.za;ACC49712180;Call;Other;Payments;Resolved;10,6;Yes
2025-10-24;amanda.dlamini@bank.co.za;ACC93321864;Call;Other;Payments;Escalated;36,5;No
2025-04-23;naledi.maseko@bank.co.za;ACC21220901;Email;Client;Account Maintenance;Escalated;56,9;No
2025-04-23;brandon.jacobs@bank.co.za;ACC74000932;Call;Other;Technical;Escalated;29,5;No
2025-09-07;amanda.dlamini@bank.co.za;ACC68307372;Call;Relationship Banker;Payments;Resolved;14,3;Yes
2025-05-02;thabo.mokoena@bank.co.za;ACC41743477;Call;Other;Payments;Resolved;9,3;Yes
2025-01-10;thabo.mokoena@bank.co.za;ACC98027635;Call;Client;Account Maintenance;Resolved;10,5;Yes
2025-07-05;amanda.dlamini@bank.co.za;ACC77938816;Call;Client;Onboarding;Resolved;5,1;Yes
2025-07-30;amanda.dlamini@bank.co.za;ACC52534602;Call;Relationship Banker;Onboarding;Escalated;68,7;No
2025-09-14;thabo.mokoena@bank.co.za;ACC71332425;Call;Relationship Banker;Onboarding;Resolved;3,2;Yes
2025-01-11;brandon.jacobs@bank.co.za;ACC65864819;Email;Client;Account Maintenance;Pending;;Open
2025-01-05;thabo.mokoena@bank.co.za;ACC24751174;Call;Other;Digital Banking;Resolved;3,1;Yes
2025-10-14;keketso.sangweni@bank.co.za;ACC74802958;Call;Other;Payments;Resolved;17,6;Yes
2025-01-12;naledi.maseko@bank.co.za;ACC80793801;Call;Client;Account Maintenance;Resolved;18;Yes
2025-11-27;amanda.dlamini@bank.co.za;ACC32597799;Call;Client;Payments;Resolved;17,9;Yes
2025-09-24;amanda.dlamini@bank.co.za;ACC31750234;Call;Relationship Banker;Account Maintenance;Resolved;12,1;Yes
2025-09-30;naledi.maseko@bank.co.za;ACC82134409;Email;Client;Onboarding;Pending;;Open
2025-06-11;naledi.maseko@bank.co.za;ACC77452278;Call;Other;Technical;Escalated;34,5;No
2025-07-13;naledi.maseko@bank.co.za;ACC87980962;Email;Other;Onboarding;Resolved;13,1;Yes
2025-05-27;lerato.naidoo@bank.co.za;ACC26054933;Email;Other;Account Maintenance;Pending;;Open
2025-02-21;brandon.jacobs@bank.co.za;ACC27961616;Email;Other;Account Maintenance;Resolved;13,6;Yes
2025-02-16;naledi.maseko@bank.co.za;ACC38323068;Call;Other;Technical;Resolved;3,2;Yes
2025-12-05;zanele.mabaso@bank.co.za;ACC66643041;Email;Relationship Banker;Technical;Resolved;9,9;Yes
2025-05-06;thabo.mokoena@bank.co.za;ACC69388875;Call;Other;Payments;Resolved;9,9;Yes
2025-10-21;brandon.jacobs@bank.co.za;ACC48245526;Call;Other;Payments;Escalated;32;No
2025-03-04;zanele.mabaso@bank.co.za;ACC23007467;Call;Client;Payments;Transfer to Different Dept;19,5;Yes
2025-07-09;thabo.mokoena@bank.co.za;ACC65072269;Email;Relationship Banker;Digital Banking;Escalated;32,8;No
2025-02-25;sibusiso.khanyile@bank.co.za;ACC14061169;Call;Other;Payments;Resolved;8,7;Yes
2025-08-22;keketso.sangweni@bank.co.za;ACC64889221;Email;Relationship Banker;Payments;Resolved;7,2;Yes
2025-07-23;sibusiso.khanyile@bank.co.za;ACC80769651;Call;Client;Digital Banking;Transfer to Different Dept;27;No
2025-10-26;brandon.jacobs@bank.co.za;ACC94635761;Call;Relationship Banker;Onboarding;Resolved;18,8;Yes
2025-02-13;zanele.mabaso@bank.co.za;ACC67379753;Call;Relationship Banker;Onboarding;Resolved;16,6;Yes
2025-12-04;amanda.dlamini@bank.co.za;ACC98616304;Call;Client;Payments;Resolved;13,5;Yes
2025-03-21;sibusiso.khanyile@bank.co.za;ACC76482228;Call;Relationship Banker;Account Maintenance;Escalated;45,5;No
2025-01-29;zanele.mabaso@bank.co.za;ACC89016754;Call;Relationship Banker;Onboarding;Resolved;17,7;Yes
2025-04-06;lerato.naidoo@bank.co.za;ACC57542462;Call;Other;Technical;Resolved;21,4;Yes
2025-04-16;naledi.maseko@bank.co.za;ACC59614409;Call;Other;Payments;Resolved;13,3;Yes
2025-03-05;thabo.mokoena@bank.co.za;ACC91994213;Call;Relationship Banker;Account Maintenance;Resolved;21,4;Yes
2025-05-19;thabo.mokoena@bank.co.za;ACC53135164;Call;Client;Account Maintenance;Resolved;20,4;Yes
2025-04-23;lerato.naidoo@bank.co.za;ACC66691571;Call;Other;Payments;Pending;;Open
2025-01-09;thabo.mokoena@bank.co.za;ACC89052162;Call;Client;Digital Banking;Transfer to Different Dept;12,4;Yes
2025-04-03;keketso.sangweni@bank.co.za;ACC77935982;Call;Relationship Banker;Onboarding;Resolved;6,8;Yes
2025-11-23;amanda.dlamini@bank.co.za;ACC51229898;Call;Other;Technical;Resolved;11,4;Yes
2025-12-27;zanele.mabaso@bank.co.za;ACC46592635;Call;Client;Technical;Resolved;20,9;Yes
2025-10-29;brandon.jacobs@bank.co.za;ACC67040224;Call;Other;Account Maintenance;Resolved;21,8;Yes
2025-11-22;lerato.naidoo@bank.co.za;ACC10123312;Call;Other;Technical;Escalated;59,7;No
2025-12-28;sibusiso.khanyile@bank.co.za;ACC29563736;Call;Client;Payments;Resolved;4,3;Yes
2025-02-26;thabo.mokoena@bank.co.za;ACC85578444;Call;Other;Payments;Resolved;3,2;Yes
2025-07-23;lerato.naidoo@bank.co.za;ACC11146600;Email;Other;Technical;Resolved;23,6;Yes
2025-09-29;keketso.sangweni@bank.co.za;ACC70039844;Email;Client;Technical;Resolved;12,4;Yes
2025-05-21;naledi.maseko@bank.co.za;ACC97417206;Email;Client;Technical;Resolved;10,1;Yes
2025-11-26;zanele.mabaso@bank.co.za;ACC70698030;Call;Other;Account Maintenance;Escalated;56,8;No
2025-10-05;zanele.mabaso@bank.co.za;ACC64527368;Email;Other;Account Maintenance;Resolved;4,6;Yes
2025-06-15;sibusiso.khanyile@bank.co.za;ACC11284629;Call;Client;Account Maintenance;Resolved;22;Yes
2025-11-03;zanele.mabaso@bank.co.za;ACC89783880;Call;Relationship Banker;Payments;Resolved;2,4;Yes
2025-09-02;brandon.jacobs@bank.co.za;ACC99407913;Email;Client;Payments;Pending;;Open
2025-04-16;zanele.mabaso@bank.co.za;ACC97828463;Email;Relationship Banker;Technical;Transfer to Different Dept;34,6;No
2025-09-10;sibusiso.khanyile@bank.co.za;ACC56274323;Call;Client;Technical;Resolved;6;Yes
2025-02-22;naledi.maseko@bank.co.za;ACC83219913;Call;Other;Technical;Resolved;22,2;Yes
2025-02-23;lerato.naidoo@bank.co.za;ACC43468301;Call;Client;Payments;Resolved;10,9;Yes
2025-07-06;naledi.maseko@bank.co.za;ACC63968645;Call;Other;Technical;Resolved;6,9;Yes
2025-04-20;thabo.mokoena@bank.co.za;ACC38717163;Email;Relationship Banker;Technical;Resolved;16,8;Yes
2025-01-26;zanele.mabaso@bank.co.za;ACC76969109;Email;Other;Payments;Resolved;7,9;Yes
2025-10-22;thabo.mokoena@bank.co.za;ACC28359266;Call;Client;Technical;Resolved;13,7;Yes
2025-01-13;keketso.sangweni@bank.co.za;ACC66434100;Call;Other;Technical;Resolved;10,1;Yes
2025-03-04;brandon.jacobs@bank.co.za;ACC95064767;Call;Other;Payments;Transfer to Different Dept;34;No
2025-01-23;lerato.naidoo@bank.co.za;ACC54642709;Email;Other;Technical;Resolved;12,7;Yes
2025-11-11;sibusiso.khanyile@bank.co.za;ACC47760020;Call;Other;Onboarding;Resolved;10,7;Yes
2025-08-19;sibusiso.khanyile@bank.co.za;ACC31602167;Email;Other;Onboarding;Resolved;11,3;Yes
2025-09-30;naledi.maseko@bank.co.za;ACC43442508;Email;Relationship Banker;Onboarding;Resolved;23,4;Yes
2025-12-09;keketso.sangweni@bank.co.za;ACC75242606;Email;Client;Account Maintenance;Escalated;65,3;No
2025-06-16;keketso.sangweni@bank.co.za;ACC87846442;Email;Client;Onboarding;Resolved;2,9;Yes
2025-11-09;thabo.mokoena@bank.co.za;ACC82367169;Email;Relationship Banker;Digital Banking;Resolved;17,2;Yes
2025-10-15;sibusiso.khanyile@bank.co.za;ACC70338540;Call;Client;Onboarding;Resolved;4,2;Yes
2025-07-02;brandon.jacobs@bank.co.za;ACC16192705;Call;Client;Technical;Resolved;10,7;Yes
2025-01-17;naledi.maseko@bank.co.za;ACC40154471;Call;Relationship Banker;Account Maintenance;Resolved;23,4;Yes
2025-12-06;thabo.mokoena@bank.co.za;ACC58403997;Call;Client;Technical;Resolved;16,8;Yes
2025-01-23;zanele.mabaso@bank.co.za;ACC99099182;Call;Other;Account Maintenance;Pending;;Open
2025-01-05;brandon.jacobs@bank.co.za;ACC14151132;Call;Other;Digital Banking;Resolved;3,3;Yes
2025-09-23;thabo.mokoena@bank.co.za;ACC16276422;Call;Other;Payments;Escalated;34;No
2025-04-22;lerato.naidoo@bank.co.za;ACC80380470;Call;Relationship Banker;Payments;Resolved;5,9;Yes
2025-06-24;amanda.dlamini@bank.co.za;ACC82706650;Call;Client;Technical;Escalated;53,5;No
2025-07-04;keketso.sangweni@bank.co.za;ACC11240833;Email;Client;Payments;Resolved;3,2;Yes
2025-08-08;thabo.mokoena@bank.co.za;ACC50420243;Call;Relationship Banker;Technical;Resolved;8,5;Yes
2025-08-01;sibusiso.khanyile@bank.co.za;ACC40996694;Call;Other;Technical;Transfer to Different Dept;39,2;No
2025-02-23;lerato.naidoo@bank.co.za;ACC45029930;Call;Relationship Banker;Technical;Resolved;5,1;Yes
2025-06-10;amanda.dlamini@bank.co.za;ACC55082460;Email;Other;Payments;Resolved;5,3;Yes
2025-03-28;keketso.sangweni@bank.co.za;ACC19206552;Email;Relationship Banker;Payments;Resolved;19,5;Yes
2025-05-14;thabo.mokoena@bank.co.za;ACC21053745;Email;Relationship Banker;Technical;Resolved;15,9;Yes
2025-08-09;naledi.maseko@bank.co.za;ACC78851792;Call;Other;Account Maintenance;Resolved;5;Yes
2025-11-01;sibusiso.khanyile@bank.co.za;ACC26729235;Call;Client;Account Maintenance;Resolved;23,7;Yes
2025-04-10;zanele.mabaso@bank.co.za;ACC13135828;Call;Relationship Banker;Onboarding;Resolved;8,8;Yes
2025-08-23;amanda.dlamini@bank.co.za;ACC47260922;Call;Relationship Banker;Payments;Resolved;3,9;Yes
2025-12-08;thabo.mokoena@bank.co.za;ACC49491813;Call;Other;Payments;Resolved;13,4;Yes
2025-06-07;brandon.jacobs@bank.co.za;ACC79908434;Email;Client;Onboarding;Resolved;19,1;Yes
2025-07-11;thabo.mokoena@bank.co.za;ACC23913793;Call;Other;Onboarding;Resolved;11,7;Yes
2025-02-01;zanele.mabaso@bank.co.za;ACC97418212;Call;Other;Onboarding;Resolved;19,9;Yes
2025-04-14;zanele.mabaso@bank.co.za;ACC37831115;Email;Relationship Banker;Payments;Resolved;16,4;Yes
2025-04-27;sibusiso.khanyile@bank.co.za;ACC46287351;Email;Relationship Banker;Digital Banking;Resolved;3,5;Yes
2025-11-16;sibusiso.khanyile@bank.co.za;ACC65701373;Call;Client;Technical;Transfer to Different Dept;28,2;No
2025-10-23;naledi.maseko@bank.co.za;ACC13299974;Email;Other;Digital Banking;Resolved;10,9;Yes
2025-10-01;lerato.naidoo@bank.co.za;ACC35232402;Email;Client;Account Maintenance;Resolved;18,8;Yes
2025-01-26;lerato.naidoo@bank.co.za;ACC81448936;Call;Client;Payments;Transfer to Different Dept;44,2;No
2025-06-21;zanele.mabaso@bank.co.za;ACC62828007;Call;Client;Account Maintenance;Resolved;17,3;Yes
2025-07-10;keketso.sangweni@bank.co.za;ACC53565372;Email;Client;Technical;Escalated;48,4;No
2025-03-22;naledi.maseko@bank.co.za;ACC83579419;Email;Other;Onboarding;Resolved;11,3;Yes
2025-06-25;lerato.naidoo@bank.co.za;ACC22328609;Call;Other;Onboarding;Resolved;6,2;Yes
2025-05-20;amanda.dlamini@bank.co.za;ACC29253443;Call;Client;Digital Banking;Resolved;20,3;Yes
2025-09-07;amanda.dlamini@bank.co.za;ACC29583646;Call;Client;Technical;Resolved;9,9;Yes
2025-03-31;zanele.mabaso@bank.co.za;ACC94461950;Email;Other;Payments;Transfer to Different Dept;20,9;Yes
2025-05-16;zanele.mabaso@bank.co.za;ACC90207564;Call;Client;Onboarding;Transfer to Different Dept;23;Yes
2025-07-19;zanele.mabaso@bank.co.za;ACC37516758;Call;Client;Account Maintenance;Resolved;17,3;Yes
2025-09-08;thabo.mokoena@bank.co.za;ACC98161382;Email;Other;Technical;Resolved;8,9;Yes
2025-11-20;amanda.dlamini@bank.co.za;ACC42745123;Call;Relationship Banker;Payments;Resolved;13,4;Yes
2025-02-19;sibusiso.khanyile@bank.co.za;ACC82558255;Call;Other;Account Maintenance;Escalated;48,3;No
2025-01-11;brandon.jacobs@bank.co.za;ACC17182102;Call;Relationship Banker;Technical;Transfer to Different Dept;46,7;No
2025-03-20;keketso.sangweni@bank.co.za;ACC81390035;Call;Relationship Banker;Technical;Resolved;4,7;Yes
2025-11-05;keketso.sangweni@bank.co.za;ACC99737780;Call;Client;Account Maintenance;Pending;;Open
2025-01-15;amanda.dlamini@bank.co.za;ACC34693020;Call;Client;Onboarding;Resolved;7,4;Yes
2025-05-25;lerato.naidoo@bank.co.za;ACC60914942;Call;Other;Digital Banking;Escalated;58;No
2025-06-17;thabo.mokoena@bank.co.za;ACC37892417;Email;Relationship Banker;Payments;Resolved;3,5;Yes
2025-04-22;thabo.mokoena@bank.co.za;ACC75735508;Email;Client;Payments;Resolved;14,8;Yes
2025-08-30;zanele.mabaso@bank.co.za;ACC24498251;Email;Other;Payments;Resolved;10,6;Yes
2025-12-30;lerato.naidoo@bank.co.za;ACC82299693;Call;Relationship Banker;Account Maintenance;Resolved;14,9;Yes
2025-10-21;lerato.naidoo@bank.co.za;ACC91458858;Email;Other;Account Maintenance;Resolved;21;Yes
2025-06-15;sibusiso.khanyile@bank.co.za;ACC94544524;Email;Other;Account Maintenance;Pending;;Open
2025-12-08;zanele.mabaso@bank.co.za;ACC27697744;Call;Other;Payments;Escalated;32,8;No
2025-11-29;keketso.sangweni@bank.co.za;ACC54190510;Email;Other;Onboarding;Transfer to Different Dept;22,7;Yes
2025-06-06;naledi.maseko@bank.co.za;ACC80788781;Call;Relationship Banker;Technical;Escalated;35,8;No
2025-11-17;brandon.jacobs@bank.co.za;ACC17087863;Call;Client;Onboarding;Pending;;Open
2025-04-12;amanda.dlamini@bank.co.za;ACC90961627;Call;Other;Digital Banking;Resolved;7,2;Yes
2025-06-28;keketso.sangweni@bank.co.za;ACC26131755;Call;Relationship Banker;Payments;Resolved;13;Yes
2025-01-02;brandon.jacobs@bank.co.za;ACC28573821;Call;Relationship Banker;Technical;Resolved;14,4;Yes
2025-12-14;zanele.mabaso@bank.co.za;ACC88524030;Email;Client;Onboarding;Escalated;25,1;No
2025-10-22;lerato.naidoo@bank.co.za;ACC36776979;Call;Other;Payments;Resolved;2,2;Yes
2025-03-16;sibusiso.khanyile@bank.co.za;ACC88848244;Email;Other;Payments;Resolved;12,7;Yes
2025-06-13;lerato.naidoo@bank.co.za;ACC54209927;Call;Other;Digital Banking;Resolved;20;Yes
2025-05-17;sibusiso.khanyile@bank.co.za;ACC51130955;Email;Other;Digital Banking;Escalated;50,8;No
2025-05-05;sibusiso.khanyile@bank.co.za;ACC23350311;Call;Relationship Banker;Digital Banking;Resolved;11,9;Yes
2025-11-18;naledi.maseko@bank.co.za;ACC97354300;Email;Other;Payments;Resolved;3,1;Yes
2025-05-01;thabo.mokoena@bank.co.za;ACC90374180;Email;Client;Payments;Resolved;9,6;Yes
2025-12-14;brandon.jacobs@bank.co.za;ACC57952687;Call;Other;Account Maintenance;Resolved;18;Yes
2025-06-05;sibusiso.khanyile@bank.co.za;ACC11597472;Call;Other;Onboarding;Resolved;17,5;Yes
2025-09-07;lerato.naidoo@bank.co.za;ACC45663807;Call;Other;Digital Banking;Resolved;2,9;Yes
2025-10-06;sibusiso.khanyile@bank.co.za;ACC41385999;Call;Relationship Banker;Payments;Resolved;17,1;Yes
2025-08-18;naledi.maseko@bank.co.za;ACC61520998;Call;Other;Digital Banking;Transfer to Different Dept;29,2;No
2025-05-10;zanele.mabaso@bank.co.za;ACC48152443;Email;Relationship Banker;Digital Banking;Escalated;46,7;No
2025-06-27;zanele.mabaso@bank.co.za;ACC95944536;Email;Other;Technical;Resolved;1,1;Yes
2025-06-07;amanda.dlamini@bank.co.za;ACC34949848;Call;Relationship Banker;Digital Banking;Escalated;40,2;No
2025-06-24;keketso.sangweni@bank.co.za;ACC28548766;Call;Other;Technical;Escalated;47,7;No
2025-01-18;lerato.naidoo@bank.co.za;ACC25673207;Call;Other;Payments;Resolved;18,5;Yes
2025-07-06;lerato.naidoo@bank.co.za;ACC75066397;Email;Client;Payments;Resolved;3,8;Yes
2025-11-04;brandon.jacobs@bank.co.za;ACC59123340;Call;Relationship Banker;Technical;Resolved;13,8;Yes
2025-05-28;sibusiso.khanyile@bank.co.za;ACC82986336;Email;Other;Digital Banking;Escalated;32,3;No
2025-12-03;naledi.maseko@bank.co.za;ACC83243313;Call;Client;Technical;Resolved;11,7;Yes
2025-04-13;lerato.naidoo@bank.co.za;ACC23756422;Call;Relationship Banker;Payments;Resolved;15,6;Yes
2025-07-13;amanda.dlamini@bank.co.za;ACC98478408;Call;Client;Onboarding;Resolved;11,9;Yes
2025-03-31;naledi.maseko@bank.co.za;ACC25316121;Call;Client;Account Maintenance;Escalated;43,2;No
2025-09-06;thabo.mokoena@bank.co.za;ACC62071980;Email;Client;Payments;Escalated;65,2;No
2025-02-27;sibusiso.khanyile@bank.co.za;ACC99920455;Call;Relationship Banker;Digital Banking;Resolved;15,8;Yes
2025-12-02;amanda.dlamini@bank.co.za;ACC46798757;Call;Other;Account Maintenance;Resolved;4,8;Yes
2025-07-19;sibusiso.khanyile@bank.co.za;ACC62242367;Email;Relationship Banker;Payments;Resolved;17;Yes
2025-10-07;naledi.maseko@bank.co.za;ACC78569416;Email;Relationship Banker;Payments;Resolved;1,8;Yes
2025-09-06;lerato.naidoo@bank.co.za;ACC58320568;Call;Client;Payments;Resolved;20,7;Yes
2025-03-03;naledi.maseko@bank.co.za;ACC79330039;Email;Client;Technical;Resolved;23,1;Yes
2025-12-15;naledi.maseko@bank.co.za;ACC68600631;Email;Relationship Banker;Technical;Resolved;18,3;Yes
2025-01-26;brandon.jacobs@bank.co.za;ACC56772993;Call;Relationship Banker;Technical;Resolved;18,3;Yes
2025-09-12;zanele.mabaso@bank.co.za;ACC80395732;Call;Other;Onboarding;Escalated;37,5;No
2025-11-07;sibusiso.khanyile@bank.co.za;ACC85493346;Email;Other;Digital Banking;Resolved;11,9;Yes
2025-01-14;zanele.mabaso@bank.co.za;ACC67788170;Call;Relationship Banker;Onboarding;Transfer to Different Dept;45,5;No
2025-01-23;amanda.dlamini@bank.co.za;ACC46626047;Call;Relationship Banker;Technical;Resolved;14;Yes
